ID,Title (English),Title (Telugu),Year,Language,Quality,Hero,Heroine,Director,Music Director,Producer,Writer,Cinematographer,Editor,Our Rating,TMDB Rating,Has Poster,Poster URL,Genres,Duration (min),Synopsis,TMDB ID,IMDb ID,Slug,Created At,Issues/Notes
7679cc2a-5864-43b5-9dd1-0c2aeb6887d1,"Nirakudam","",1977,Telugu,Good,"Kamal Haasan","Sridevi","A. Bhimsingh","Jaya Vijaya","Baby","Surasu","U Rajagopal","",,,YES,https://image.tmdb.org/t/p/w500/hVYkQ6LJJf9bxvlFsozSwTiVEmc.jpg,"Drama",,"A 1977 Telugu film directed by A. Bhimsingh starring Sridevi and Sridevi.",747472,,nirakudam-1977,2026-01-12,"No rating"
3aa5a84e-eab1-4777-b1b5-edc402a6b2f9,"Oorummadi Brathukulu","",1976,Telugu,Good,"G. V. Narayana Rao","Madhavi","B. S. Narayana","Norbert Schultze","Franz Tappers","Toni Huppertz","","",7.5,,NO,,"Drama",,"Oorummadi Brathukulu is an emotional drama that explores the depths of human relationships. Directed by K Vasu, the film stars Krishnam Raju and Jaya Prada in lead roles. This 1976 release weaves a co",307264,,oorummadi-brathukulu-1976,2026-01-04,"No poster"
43c49acb-bbad-4f91-8123-a9dfdc8f99a5,"Santhanam Soubhagyam","",1975,Telugu,Good,"Krishnam Raju","Vanisri","Dasari Narayana Rao","","","","","",7.5,,NO,,"Drama, Romance, Family",,"Santhanam Soubhagyam is an emotional drama that explores the depths of human relationships. Directed by Dasari Narayana Rao, the film stars Krishnam Raju and Vanisri in lead roles. This 1975 release w",,,santhanam-soubhagyam-1975,2026-01-04,"No poster; No music director"
fe2267ad-f54b-44c5-a087-5ef740103f5c,"Monagadostunnadu Jagartta","",1972,Telugu,Good,"Krishna","Vijaya Nirmala","K.S.R. Das","","","","","",6.5,,NO,,"Drama, Romance, Family",,"Monagadostunnadu Jagartta is an emotional drama that explores the depths of human relationships. Directed by K.S.R. Das, the film stars Krishna and Vijaya Nirmala in lead roles. This 1972 release weav",,,monagadostunnadu-jagartta-1972,2026-01-05,"No poster; No music director"
1d604c78-6355-4d2d-8e84-8f928e1f3d6c,"Menakodalu","",1972,Telugu,Good,"Krishna","Jamuna","B. S. Narayana","","","","","",6.5,,NO,,"Drama",,"Menakodalu is an emotional drama that explores the depths of human relationships. Directed by B.S. Narayana, the film stars Krishna and Vijaya Nirmala in lead roles. This 1972 release weaves a compell",,,menakodalu-1972,2026-01-05,"No poster; No music director"
2a590415-5b6c-4321-bfcc-271fc1466bfb,"Manishichina Maguva","",1969,Telugu,Good,"Murali Mohan","Savitri","A. Bhimsingh","","","","","",7.5,,NO,,"Drama",,"Manishichina Maguva is an emotional drama that explores the depths of human relationships. Directed by K Vasu, the film stars N.T. Rama Rao and Vanisri in lead roles. This 1969 release weaves a compel",,,manishichina-maguva-1969,2026-01-04,"No poster; No music director"
313aa829-c3c6-4901-92d1-23e24c003aaf,"Bangaru Thimmaraju","",1963,Telugu,Good,"N. T. Rama Rao","Krishna Kumari","Jampana","","","","","",7.5,,NO,,"Drama, Romance, Family",,"Bangaru Thimmaraju is an emotional drama that explores the depths of human relationships. Directed by Jampana, the film stars N.T. Rama Rao and Krishna Kumari in lead roles. This 1963 release weaves a",,,bangaru-thimmaraju-1963,2026-01-04,"No poster; No music director"
9be5935c-c1aa-4d28-9381-a19ba46a241e,"Samrat Pruthviraj (Rani Samyukta)","",1962,Telugu,Good,"N. T. Rama Rao","Anjali Devi","Hunsur Krishnamurthy","Vasant Desai, B. Gopalam","","","","",6,,NO,,"Historical",,"Samrat Pruthviraj (Rani Samyukta) is an emotional drama that explores the depths of human relationships. Directed by Harsukh Bhatt, the film stars Paidi Jairaj and Anithaguha in lead roles. This 1962 ",,,samrat-pruthviraj-rani-samyukta-1962,2026-01-02,"No poster"
964f1bbc-2141-442c-b6ac-b831ad0f63de,"Ramasundari","",1960,Telugu,Good,"N. T. Rama Rao","Rajasree","Hunsur Krishnamurthy","","","","","",7.5,,NO,,"Folklore",,"Ramasundari is an emotional drama that explores the depths of human relationships. Directed by Vedantam Raghavayya, the film stars Akkineni Nageswara Rao and B. Saroja Devi in lead roles. This 1960 re",,,ramasundari-1960,2026-01-04,"No poster; No music director"
f7d50074-d831-4373-9fbc-4da8bf422684,"Kitukendo Cheppave Chalaki Bullemma","",1953,Telugu,Good,"P. Bhanumathi","N. T. Rama Rao","P. Bhanumathi","C. R. SubbaramanM. S. Viswanathan","","","","",6,,NO,,"Drama, Romance, Family",,"Kitukendo Cheppave Chalaki Bullemma is an emotional drama that explores the depths of human relationships. Directed by P. Bhanumathi, the film stars P. Bhanumathi and N. T. Rama Rao in lead roles. Thi",,,kitukendo-cheppave-chalaki-bullemma-1953,2026-01-02,"No poster"
