ID,Title (English),Title (Telugu),Year,Language,Quality,Hero,Heroine,Director,Music Director,Producer,Writer,Cinematographer,Editor,Our Rating,TMDB Rating,Has Poster,Poster URL,Genres,Duration (min),Synopsis,TMDB ID,IMDb ID,Slug,Created At,Issues/Notes
2611d53a-2af0-44d4-b74b-0abee0a5069f,"Aradhana","",1987,Telugu,Excellent,"Chiranjeevi","Suhasini","Bharathiraja","Ilaiyaraaja","Allu Aravind","Bharathiraja","B. Kannan","",7,7,YES,https://image.tmdb.org/t/p/w500/hSl78puJIRuOtSPTflBH4jo4on0.jpg,"Romance, Drama",,"Aradhana is a 1987 Telugu romantic film directed by Bharathiraja, starring Chiranjeevi and Suhasini Maniratnam as the lead characters. The movie likely revolves around the romance between the two lead",279292,,aradhana-1987,2026-01-04,""
985ec4ac-2ab2-4f42-9e07-5e4fd22f8079,"Samsaram Oka Chadarangam","",1987,Telugu,Excellent,"Sarath Babu","Suhasini Maniratnam","S. P. Muthuraman","K. Chakravarthy","M. Balasubramanian","S. P. Muthuraman","","",8,8,YES,https://image.tmdb.org/t/p/w500/cHiH9TxbBjyCcbWpYCCw8x0qmbT.jpg,"Drama",,"Samsaram Oka Chadarangam is a 1987 drama film that revolves around the life of a middle-class family, exploring themes of relationships, social responsibilities, and personal struggles. The movie like",1171725,,samsaram-oka-chadarangam-1987,2026-01-02,""
42a803e4-e75b-4766-a645-9c0136b46b71,"Chiranjeevi","",1985,Telugu,Excellent,"Chiranjeevi","Vijayashanti","C. V. Rajendran","K. Chakravarthy","K Lakshmi Devi","","","",7.5,,YES,https://image.tmdb.org/t/p/w500/wAxv5q8IhoAibQwduJaeO0OOBAY.jpg,"Crime",,"Chiranjeevi is a 1985 Telugu film directed by C. V. Rajendran, starring Kaikala Satyanarayana as the lead actor. The movie likely revolves around the life and struggles of the protagonist, with Satyan",279309,,chiranjeevi-1985,2026-01-04,""
c53c4327-bdd7-44bc-ac9b-501ebcc9f312,"Pattabhishekam","",1985,Telugu,Excellent,"Nandamuri Balakrishna","Vijayashanti","K. Raghavendra Rao","Atul Gogavale","Ram Gopal Varma","","Sarvesh Murari","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/6/63/Pattabhishekam.jpg,"Romance",,"Pattabhishekam is a 1985 Telugu film that likely revolves around the coronation of a king, with Balakrishna playing the lead role, possibly a prince or a king, and Vijayashanti as the female lead, exp",281855,,pattabhishekam-1985,2026-01-04,""
e8e681d4-fcca-467e-aa1f-c52cf5b4cf9a,"Rakta Sindhuram","",1985,Telugu,Excellent,"Prabhu Deva","Roja","Pavithran","K. Chakravarthy","A. S. R. Anjaneyulu","Yandamoori Veerendranath","Lok Singh","",7.5,,YES,https://image.tmdb.org/t/p/w500/kxHpB9jr8SQ1GqvfuBoE9LLH7Ep.jpg,"Romance",,"Rakta Sindhuram, a 1985 film directed by Raviraja Pinisetty, stars Chiranjeevi and Radha in lead roles. The movie likely revolves around a dramatic storyline with elements of action, romance, and soci",249447,,rakta-sindhuram-1985,2026-01-04,""
1e238a2f-0a89-4f4d-ad21-2e996c6de275,"Rojulu Marayi","",1984,Telugu,Excellent,"Rajendra Prasad","Krishnaveni","Maruthi, Murali","J. V. Raghavulu","K. V. V. Satyanarayana","G. Ramamohana Rao","S. Gopal Reddy","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/a/af/Rojulu_Marayi.jpg,"Romance, Comedy",,"Rojulu Marayi, a 1984 Telugu film directed by Kodandarami Reddy, stars Chiranjeevi and Poornima in lead roles. The movie likely revolves around a romantic storyline with Chiranjeevi's character naviga",407267,,rojulu-marayi-1984,2026-01-04,""
ecae4f38-16a0-450e-9297-2f183c853666,"Devanthakudu","",1984,Telugu,Excellent,"Chiranjeevi","Vijayashanti","S. A. Chandrasekhar","J. V. Raghavulu","G. Tirupathi Rao","S. A. Chandrasekhar","V. Lakshman","",7.5,,YES,https://image.tmdb.org/t/p/w500/4sVGH7YnEYmNsb1tu51cIeBqr2i.jpg,"Action, Comedy",,"Devanthakudu is a 1984 Telugu film directed by Singeetam Srinivasa Rao, starring Chiranjeevi and Jayapradha in lead roles. The movie likely revolves around a heroic character, played by Chiranjeevi, w",115008,,devanthakudu-1984,2026-01-04,""
ec7b1c9a-3e0a-414a-9878-a083c6df4d47,"Dharmaatmudu","",1983,Telugu,Excellent,"Krishnam Raju","Jayasudha","Bharathiraja","Satyam","K. Kesava Rao","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/b/b6/Dharmaatmudu.jpg,"Drama, Romance, Social, Family",,"Dharmaatmudu is a 1983 Telugu film directed by Bharathiraja, starring Krishnam Raju and Jayasudha. The movie likely explores themes of morality, duty, and social responsibility, as suggested by the ti",,,dharmaatmudu-1983,2026-01-04,""
b29ee1b0-1588-47ae-a0b5-4155e772ffef,"Chalaki Chellamma","",1982,Telugu,Excellent,"Sarath Babu","Sunitha","A. Kodandarami Reddy","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/te/4/43/Geetha_actress.jpg,"Drama, Romance, Family",,"Chalaki Chellamma is a 1982 Telugu film directed by Kodandarami Reddy, starring Chiranjeevi and Sunitha in lead roles. The movie likely revolves around a romantic comedy or family drama, with Chiranje",,,chalaki-chellamma-1982,2026-01-04,"No music director"
4573fe79-3ff4-4817-aba1-6a0e4cc4df48,"Seethakoka Chilaka","",1981,Telugu,Excellent,"Karthik","Mucherla Aruna","Bharathiraja","","","","","",7.5,,YES,https://image.tmdb.org/t/p/w500/rJIBsfX7vbmeGZUPLekSVmAzpPi.jpg,"Romance",,"Seethakoka Chilaka, a 1981 film directed by Bhagyaraj, revolves around the life of a young man, played by Karthik, who falls in love with a woman named Sarah, and the challenges they face in their rel",218636,,seethakoka-chilaka-1981,2026-01-04,"No music director"
0b58ead7-2284-4bbf-be1c-18c9f775690d,"Chattaniki Kallu Levu","",1981,Telugu,Excellent,"Chiranjeevi","Madhavi, Lakshmi","S. A. Chandrasekhar","K. Chakravarthy","A. L. Abhinandhan","S. A. Chandrasekhar","V. S. R. Swamy","",6.3,,YES,https://image.tmdb.org/t/p/w500/oXAA95NBZDyCpmc0hwRdt8598dC.jpg,"Action, Crime",,"Chattaniki kallu levu is action thriller based movie in which, the story deals with siblings Vijay (Chiranjeevi) and Durga (Lakshmi) pursuing their sister’s and father’s murderers.Their father and sis",114993,,chattaniki-kallu-levu-1981,2026-01-02,""
6831aff4-99da-4cdc-b581-92c403e28eec,"Kotha Jeevithalu","",1980,Telugu,Excellent,"Suhasini","Hari","Bharathiraja","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/c/c0/Kotha_Jeevithalu.jpg,"Drama",,"Kotha Jeevithalu, directed by K. Balachander, is a 1980 Telugu film that likely explores the complexities of everyday life, as the title translates to 'New Lives' or 'New Experiences'. The movie stars",218636,,kotha-jeevithalu-1980,2026-01-04,"No music director"
fbb6add6-ecfe-4b29-ae46-f905df9b8a2e,"Maavari Manchitanam","",1979,Telugu,Excellent,"Gummadi Venkateswara Rao","No Female Lead","B","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/d/d0/Maavari_Manchitanam.jpg,"Drama, Romance, Family",,"Maavari Manchitanam is an emotional drama that explores the depths of human relationships. Directed by B, the film stars Gummadi Venkateswara Rao and No Female Lead in lead roles. This 1979 release we",,,maavari-manchitanam-1979,2026-01-04,"No music director"
cfb97d2c-8ad7-4884-a866-c537a7f85f34,"Vetagaadu","",1979,Telugu,Excellent,"N. T. Rama Rao","Sridevi","K Vasu","","","","","",7.5,,YES,https://image.tmdb.org/t/p/w500/pgP1yYRo5Jj7W1cK3YUZ27aF7gz.jpg,"Drama, Romance, Family",,"Vetagaadu is an emotional drama that explores the depths of human relationships. Directed by K Vasu, the film stars N.T. Rama Rao and Sridevi in lead roles. This 1979 release weaves a compelling narra",304374,,vetagaadu-1979,2026-01-04,"No music director"
df549993-f861-45e5-a3e4-4e113e343276,"Shri Rama Bantu","",1979,Telugu,Excellent,"Chandra Mohan","Geetha","S. D. Lal","Satyam","Simon Danielsson","","","",6,,YES,https://upload.wikimedia.org/wikipedia/en/3/38/Sri_Rama_Bantu.jpg,"Drama",,"Shri Rama Bantu is an emotional drama that explores the depths of human relationships. Directed by S. D. Lal, the film stars Chandra Mohan and Geetha in lead roles. This 1979 release weaves a compelli",1116147,,shri-rama-bantu-1979,2026-01-02,""
f1d111a3-e18d-40d7-8dcf-3ddea22606c5,"Mugguru Muggure","",1978,Telugu,Excellent,"Krishna","Jayachitra","S.D. Lal","","","","","",6.5,,YES,https://archive.org/download/Mugguru_Muggure_1978-Song_Booklet/__ia_thumb.jpg,"Drama, Romance, Family",,"Mugguru Muggure is an emotional drama that explores the depths of human relationships. Directed by S.D. Lal, the film stars Krishna and Jayachitra in lead roles. This 1978 release weaves a compelling ",,,mugguru-muggure-1978,2026-01-05,"No music director"
f62805b3-f0e2-4b64-86fe-5ef524a701ba,"Karunamayudu","",1978,Telugu,Excellent,"Vijayachander","No Female Lead","A. Bhimsingh","B. Gopalam","","Johnson Modukuri","K. S. Prasad","",7.5,6,YES,https://image.tmdb.org/t/p/w500/pyBkw3GitA89uYXpVAtU1AWLYlq.jpg,"Drama, Romance, Family",,"Karunamayudu is an emotional drama that explores the depths of human relationships. Directed by A. Bhimsingh, the film stars Vijayachander and No Female Lead in lead roles. This 1978 release weaves a ",397850,,karunamayudu-1978,2026-01-04,""
19587c16-9847-4d64-ad44-4101efe4727d,"Bangaru Manishi","",1976,Telugu,Excellent,"N. T. Rama Rao","Lakshmi","A. Bhimsingh","K. V. Mahadevan","P. Perraju","","","",7.5,,YES,https://archive.org/download/Bangaru_Manishi_1976-Song_Booklet/__ia_thumb.jpg,"Drama",,"Bangaru Manishi is an emotional drama that explores the depths of human relationships. Directed by K. Vasu, the film stars Akkineni Nageswara Rao and Vanisri in lead roles. This 1976 release weaves a ",281883,,bangaru-manishi-1976,2026-01-04,""
420f8186-9bd4-426e-9864-876c59751ff0,"Thathamma Kala","",1974,Telugu,Excellent,"Krishna","Vanisri","Dadasaheb","Saluri Rajeswara Rao","N.T. Rama Rao","N.T. Rama Rao","","",7.5,,YES,https://image.tmdb.org/t/p/w500/A16qCi5qBGJmKPObgG1tDeTanCZ.jpg,"Drama, Romance, Family",,"Thathamma Kala is an emotional drama that explores the depths of human relationships. Directed by Dadasaheb, the film stars Krishna and Vanisri in lead roles. This 1974 release weaves a compelling nar",1265526,,thathamma-kala-1974,2026-01-04,""
b110e074-b59b-46fa-80f0-a346e44c04a1,"Srivaru Maavaru","",1973,Telugu,Excellent,"Krishna","Vanisri","B. S. Narayana","","","","","",7.5,,YES,https://archive.org/download/Srivaru_Maavaru_1973-Song_Booklet/__ia_thumb.jpg,"Comedy, Drama",,"Srivaru Maavaru is an emotional drama that explores the depths of human relationships. Directed by Dasin, the film stars Krishna and Vanisri in lead roles. This 1973 release weaves a compelling narrat",,,srivaru-maavaru-1973,2026-01-04,"No music director"
ccc870ad-37f9-4157-9f1b-b95e62cc1761,"Bhale Mosagadu","",1972,Telugu,Excellent,"Chandra Mohan","Vijayalalitha","K Vasu","","","","","",7.5,,YES,https://archive.org/download/Bhale_Mosagadu_1972-Song_Booklet/__ia_thumb.jpg,"Drama, Romance, Family",,"Bhale Mosagadu is an emotional drama that explores the depths of human relationships. Directed by K Vasu, the film stars Chandra Mohan and Vijayalalitha in lead roles. This 1972 release weaves a compe",,,bhale-mosagadu-1972,2026-01-04,"No music director"
74d202f4-69a0-4c6e-a062-e0cdd2238c02,"Pavitra Hrudayalu","",1971,Telugu,Excellent,"N. T. Rama Rao","Savitri","A. Bhimsingh","","","","","",7.5,,YES,https://archive.org/download/Pavitra_Hrudayalu_1971_Review/__ia_thumb.jpg,"Drama",,"Pavitra Hrudayalu is an emotional drama that explores the depths of human relationships. Directed by A. C. Tirulokchandar, the film stars N.T. Rama Rao and Jamuna in lead roles. This 1971 release weav",,,pavitra-hrudayalu-1971,2026-01-04,"No music director"
82330833-3124-4248-89c4-0cee772d2865,"Chitti Chellelu","",1970,Telugu,Excellent,"N. T. Rama Rao","Vanisri","M. Krishnan Nair","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/1/1b/Chitti_Chellelu.jpg,"Drama, Family",,"Chitti Chellelu is an emotional drama that explores the depths of human relationships. Directed by K. Vasu, the film stars Akkineni Nageswara Rao and Vanisri in lead roles. This 1970 release weaves a ",,,chitti-chellelu-1970,2026-01-04,"No music director"
2e4b14ee-be25-4201-9098-5d603f666e63,"Oke Kutumbham","",1970,Telugu,Excellent,"N. T. Rama Rao","Lakshmi, Rajasree","A. Bhimsingh","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/6/63/Oke_Kutumbam.jpg,"Drama",,"Oke Kutumbham is an emotional drama that explores the depths of human relationships. Directed by Adurthi Subba Rao, the film stars Akkineni Nageswara Rao and Vanisri in lead roles. This 1970 release w",,,oke-kutumbham-1970,2026-01-04,"No music director"
7b05a559-77e9-451a-ab5d-d0ec36c509ce,"Bandipotu Bheemanna","",1969,Telugu,Excellent,"Krishna","Jamuna","K. Pratyagatma","","","","","",6.5,,YES,https://upload.wikimedia.org/wikipedia/commons/a/a3/Telugu_Comedian_Raja_Babu.jpg,"Drama, Romance, Family",,"Bandipotu Bheemanna is an emotional drama that explores the depths of human relationships. Directed by K. Pratyagatma, the film stars Krishna and Jamuna in lead roles. This 1969 release weaves a compe",,,bandipotu-bheemanna-1969,2026-01-05,"No music director"
5ffbe678-bf88-4b2d-8830-e74f90fc9f43,"Sudigundaalu","",1968,Telugu,Excellent,"N. T. Rama Rao","Krishna Kumari","Adurthi Subba Rao","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/9/99/Sudigundalu.jpg,"Drama, Romance, Family",,"Sudigundaalu is an emotional drama that explores the depths of human relationships. Directed by Adurthi Subba Rao, the film stars N.T. Rama Rao and Krishna Kumari in lead roles. This 1968 release weav",,,sudigundaalu-1968,2026-01-04,"No music director"
a9382de5-3fa3-4c05-b2d1-f824e77b06c5,"Ramu","",1968,Telugu,Excellent,"N. T. Rama Rao","Jamuna","A. C. Tirulokchandar","R. Govardhanam","M. Murugan","Javar Seetharaman","D. Rajagopal","",8.3,8,YES,https://image.tmdb.org/t/p/w500/iflDafOtcuDJjGgmfdFoKf2gyS1.jpg,"Drama",,"Ramu is a 1968 Indian Telugu-language drama film produced by AVM Productions and directed by A. C. Tirulokchandar. The film stars N. T. Rama Rao and Jamuna with Master Rajkumar in the title role repri",262362,,ramu-1968,2026-01-04,""
8a6d6855-5ae8-4722-874f-762fad1c67a0,"Devuni Gelichina Manavudu","",1967,Telugu,Excellent,"Kanta Rao","Krishna Kumari","Hunsur Krishnamurthy","","","","","",6,,YES,https://archive.org/download/Devuni_Gelichina_Manavudu_1967-Song_Booklet/__ia_thumb.jpg,"Folklore",,"Devuni Gelichina Manavudu is an emotional drama that explores the depths of human relationships. Directed by Hunsur Krishnamurthy, the film stars T. L. Kantha Rao and Vanisree in lead roles. This 1967",,,devuni-gelichina-manavudu-1967,2026-01-02,"No music director"
b7621e78-1384-413c-a612-323268b61bbb,"Ave Kallu","",1967,Telugu,Excellent,"Krishna","Kanchana","A. C. Tirulokchandar","S. Vedha","A. V. Meiyappan","","S. Maruti Rao","",8.3,8,YES,https://image.tmdb.org/t/p/w500/iDKErEwrVspIIKA0SkRpCJjopeT.jpg,"Mystery, Thriller, Horror",,"Ave Kallu is an emotional drama that explores the depths of human relationships. Directed by A. C. Tirulokchandar, the film stars Krishna and Kanchana in lead roles. This 1967 release weaves a compell",302128,,ave-kallu-1967,2026-01-04,""
b9765789-9acc-4122-b91c-34d6f9a29295,"Palnati Yudham","",1966,Telugu,Excellent,"N. T. Rama Rao","B. Saroja Devi","Gutha Ramineedu","Saluri Rajeswara Rao","Ramineedu Gutha","","","",7.5,,YES,https://image.tmdb.org/t/p/w500/xOnrh6xtKjgh8ZVx2ZEJr8hgSrf.jpg,"Mythological, Drama, Period",,"Palnati Yuddham (transl. The Battle of Palnadu) is a 1966 Indian Telugu-language historical war film directed by G. Ramineedu. It stars N. T. Rama Rao, Bhanumathi with music composed by S. Rajeswara R",302236,,palnati-yudham-1966,2026-01-04,""
cce499ce-0564-40b5-bf70-ec5e97ea2adb,"Who is she?","",1966,Telugu,Excellent,"Kongara Jaggayya","Jayalalithaa J","B. S. Narayana","","P. S. Veerappa","B. S. Narayana","","",7.3,7,YES,https://image.tmdb.org/t/p/w500/nRDre225vKzNzSNinYtHWIPO6Hc.jpg,"Horror, Mystery, Music, Thriller",,"Who is she? is a spine-chilling horror film directed by B. S. Narayana. Kongara Jaggayya and Jayalalithaa J navigate through terrifying supernatural events. This 1966 release brings genuine scares and",1264465,,who-is-she-1966,2026-01-02,"No music director"
0bac0fce-8286-4ad3-9c88-51a57f9b671a,"Sri Tirupatamma Katha","",1964,Telugu,Excellent,"N. T. Rama Rao","Krishna Kumari","B.S. Narayana","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/7/7d/Sri_Tirupatamma_Katha.jpg,"Mythological",,"Sri Tirupatamma Katha is an emotional drama that explores the depths of human relationships. Directed by B. S. Narayana, the film stars N.T. Rama Rao and Krishna Kumari in lead roles. This 1964 releas",,,sri-tirupatamma-katha-1964,2026-01-02,"No music director"
a70c1778-f836-47c4-aa43-e1d93a78de75,"Sri Tirupatamma Katha","",1963,Telugu,Excellent,"N. T. Rama Rao","Krishna Kumari","B.S. Narayana","P. Venkateswara Rao","","","","",6,,YES,https://upload.wikimedia.org/wikipedia/en/7/7d/Sri_Tirupatamma_Katha.jpg,"Mythological",,"Sri Tirupatamma Katha is an emotional drama that explores the depths of human relationships. Directed by B. S. Narayana, the film stars N.T. Rama Rao and Krishna Kumari in lead roles. This 1963 releas",,,sri-tirupatamma-katha-1963,2026-01-02,""
d767df06-9a7e-4a4b-88ec-d6f62bea1eb4,"Aaptha Mithrulu","",1963,Telugu,Excellent,"N. T. Rama Rao","Krishna Kumari","V Nacharya","Ghantasala","K. B. Nagabhushanam","","Lakshman Gore","",7.5,,YES,https://image.tmdb.org/t/p/w500/itDcwpbLfMzAwJ4LQWXw7roR6Fi.jpg,"Drama, Romance, Family",,"Aaptha Mithrulu is an emotional drama that explores the depths of human relationships. Directed by V Nacharya, the film stars N.T. Rama Rao and Krishna Kumari in lead roles. This 1963 release weaves a",529118,,aaptha-mithrulu-1963,2026-01-04,""
76cf0363-bde6-475e-afb4-73c205ddeda8,"Paruvu-Prathishtta","",1963,Telugu,Excellent,"Akkineni Nageswara Rao","B. Saroja Devi","Adeen","Pendyala Nageswara Rao","Jupudi Venkateswara Rao","Manapuram Apparao","","",7.5,,YES,https://image.tmdb.org/t/p/w500/oIlq2U5HXtnyHLFhDmWy6YfSm0d.jpg,"Drama, Romance, Family",,"Paruvu-Prathishtta is an emotional drama that explores the depths of human relationships. Directed by Adeen, the film stars Akkineni Nageswara Rao and B. Saroja Devi in lead roles. This 1963 release w",1262515,,paruvu-prathishtta-1963,2026-01-04,""
94f94f70-8c8c-4d26-bb30-29bdaed05c9c,"Paruvu-Prathishta","",1963,Telugu,Excellent,"N. T. Rama Rao","Rajasree","Manapuram Appa Rao","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/0/09/Paruvu-Prathishta.jpg,"Drama",,"Paruvu-Prathishta is an emotional drama that explores the depths of human relationships. Directed by Ardeshir Irani, the film stars Akkineni Nageswara Rao and B. Saroja Devi in lead roles. This 1963 r",,,paruvu-prathishta-1963,2026-01-04,"No music director"
1ad3ff13-0cda-4fde-a256-da2e905d3b05,"Edureeta","",1963,Telugu,Excellent,"N.T. Rama Rao, Jaggayya","Anjali Devi","B.S. Narayana","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/c/c1/Edureeta.jpg,"Drama",,"Edureeta is an emotional drama that explores the depths of human relationships. Directed by Adurthi Subba Rao, the film stars Akkineni Nageswara Rao and Savitri in lead roles. This 1963 release weaves",,,edureeta-1963,2026-01-04,"No music director"
