ID,Title (English),Title (Telugu),Year,Language,Quality,Hero,Heroine,Director,Music Director,Producer,Writer,Cinematographer,Editor,Our Rating,TMDB Rating,Has Poster,Poster URL,Genres,Duration (min),Synopsis,TMDB ID,IMDb ID,Slug,Created At,Issues/Notes
5e66579f-af62-4611-9b58-19d04504a046,"Roja Kootam","రోజా కూటం",2002,Telugu,Good,"Srikanth","Bhumika Chawla","Sasi","Bharadwaj","V. Ravichandran","Sasi","","",,,YES,https://image.tmdb.org/t/p/w500/1WVkOAXlEwI5wXm4qAxqupLu84u.jpg,"Romance",,"",79409,tt1365500,roja-kootam-2002,2026-01-12,"No rating"
5262a824-36b8-4121-9599-614adf954fd1,"Malayali Mamanu Vanakkam","",2002,Telugu,Good,"Jayaram","Roja Selvamani","Rajasenan","Suresh Peters","B. Rakesh","Siby K Thomas","Prathapan","",,,YES,https://image.tmdb.org/t/p/w500/hc3SSJ9WNrw6IM9x8d48Z4mZpcK.jpg,"Romance, Drama, Comedy, Family",,"A 2002 Telugu film directed by Rajasenan.",330022,tt0355729,malayali-mamanu-vanakkam-2002,2026-01-12,"No rating"
53888702-5231-4c81-84b9-01234aa1eaf1,"Kottai Mariamman","",2001,Telugu,Good,"Roja","Karan","Rama Narayanan","Deva","","","","",,,YES,https://image.tmdb.org/t/p/w500/ptWHyP4DvXmEUoWFKe4eW0iTL1B.jpg,"Devotional",,"A 2001 Telugu film directed by Rama Narayanan.",476941,tt3817988,kottai-mariamman-2001,2026-01-12,"No rating"
fccc90b7-97f4-461c-86ca-5a561169f763,"Thirunelveli","",2000,Telugu,Good,"Prabhu","Roja Selvamani","Bharathi Kannan","Ilaiyaraaja","R. B. Choudary","","","",,,YES,https://image.tmdb.org/t/p/w500/z8WVZolBU8YwEhi05Kg90GjofSr.jpg,"Drama",,"A 2000 Telugu film directed by Bharathi Kannan.",264173,tt8052464,thirunelveli-2000,2026-01-12,"No rating"
83465554-8e4d-448b-bde3-fd9641247b3f,"Jayam Manade Raa","జయం మనదేరా",2000,Telugu,Good,"Venkatesh","Soundarya","N. Shankar","","","","","",,,YES,https://image.tmdb.org/t/p/w500/ePvq9ww2f6UzUg9S5ErFUJZu2Mn.jpg,"Family, Drama",,"",117417,tt1575576,jayam-manade-raa-2000,2026-01-12,"No rating; No music director"
3e774e9c-2d7f-46ff-a9a1-0ee087ec9be3,"Shabdavedhi","",2000,Telugu,Good,"Dr. Rajkumar","Jaya Prada","S. Narayan","Hamsalekha","Parvathamma Rajkumar","","","",,,YES,https://image.tmdb.org/t/p/w500/enOxIWw2WKAiJWNbnX1zvggioid.jpg,"Crime, Drama",,"A 2000 Telugu film directed by S. Narayan starring Jaya Prada and Jaya Prada.",235423,,shabdavedhi-2000,2026-01-12,"No rating"
53d9286b-54c1-42b8-afc9-fc6f96c0bc3d,"Independence","",1999,Telugu,Good,"","Vani Viswanath","Vinayan","Suresh Peters","Mohan","V. C. Ashok","","",,,YES,https://image.tmdb.org/t/p/w500/yKFHiYAYgVVHWmlly9cwAYFLJVZ.jpg,"Thriller, Drama",,"A 1999 Telugu film directed by Vinayan.",278172,tt0255253,independence-1999,2026-01-11,"No hero; No rating"
85ab9ba4-130c-423e-be7c-671d2243a5ea,"Rajasthan","",1999,Telugu,Good,"Vijayashanti","Vijayashanti","R K Selvamani","Ilaiyaraaja","Nambirajan Yadav","","","",,,YES,https://image.tmdb.org/t/p/w500/33UjSwMclwQ8wzpZbxMqD5MgXfc.jpg,"Romance",,"A 1999 Telugu film directed by R K Selvamani starring Vijayashanti and Vijayashanti.",78606,tt0274750,rajasthan-1999,2026-01-11,"No rating"
529969fc-16aa-4cb6-9a6b-761780b06b40,"Kohram","",1999,Telugu,Good,"Amitabh Bachchan","Tabu","Mehul Kumar","","","","","",,,YES,https://image.tmdb.org/t/p/w500/6AdilgHGAiS8FKGebu44jSqBeN.jpg,"Action, Drama, Thriller, Crime",,"A 1999 Telugu film directed by Mehul Kumar.",411832,,kohram-1999,2026-01-12,"No rating; No music director"
c4f56063-850e-4ac7-bf41-a802cb3e0023,"Loh Purush","Loh Purush",1999,Telugu,Good,"Dharmendra","Monica Bedi","","","","","","",,,YES,https://image.tmdb.org/t/p/w500/59oQYnCAZQ5m9fLVYhBIjwvDhg7.jpg,"Action",,"",591927,,loh-purush-1999,2026-01-12,"No director; No rating; No music director"
75501982-c0f2-4194-8352-651e97519b62,"Chinna Durai","",1999,Telugu,Good,"R. Sarathkumar","Roja Selvamani","Chandra R","Ilaiyaraaja","","","","",,,YES,https://image.tmdb.org/t/p/w500/eI611J365KlvHZrH97tOyargM4o.jpg,"Action, Drama",,"A 1999 Telugu film directed by Chandra R.",78608,tt0280548,chinna-durai-1999,2026-01-12,"No rating"
eb8cfe6b-3d53-48d9-8842-db7d6ebcac0a,"Maanavudu Daanavudu","",1999,Telugu,Good,"Krishna","Soundarya","Krishna Reddy","","","","","",6,,NO,,"Action",,"Maanavudu Daanavudu is an emotional drama that explores the depths of human relationships. Directed by Krishna Reddy, the film stars Krishna and Soundarya in lead roles. This 1999 release weaves a com",,,maanavudu-daanavudu-1999,2026-01-05,"No poster; No music director"
9ef3660f-05bb-4b65-8b5c-3568fb369f83,"Angaaray","",1998,Telugu,Good,"Akshay Kumar","Sonali Bendre","Mahesh Bhatt","","","","","",,,YES,https://image.tmdb.org/t/p/w500/rId28SGBwfKcTzmcWQly2tf8OfL.jpg,"Drama, Action, Crime",,"A 1998 Telugu film directed by Mahesh Bhatt.",626708,tt0288427,angaaray-1998,2026-01-12,"No rating; No music director"
e7871bb4-22d3-492d-895b-797faeb9b1a8,"Kaathala Kaathala","",1998,Telugu,Good,"Kamal Haasan","Soundarya","Singeetam Srinivasa Rao","Karthik Raja","P.L. Thenappan","Kamal Haasan","S. Thirunavukkarasu","",,,YES,https://image.tmdb.org/t/p/w500/a499eAixHz3C3P7WbGnKzy8sSvv.jpg,"Comedy",,"A 1998 Telugu film directed by Singeetam Srinivasa Rao.",66349,tt1263790,kaathala-kaathala-1998,2026-01-12,"No rating"
46b8c872-a40e-4fff-8993-9353dbf3701f,"Zulm-O-Sitam","",1998,Telugu,Good,"Arjun Sarja","Jaya Prada","K. C. Bokadia","Aadesh Shrivastava","R. Shankar  M. S. Senthilkumar","","","",,,YES,https://image.tmdb.org/t/p/w500/qHjZCxkbYE9gJpgeXJDXbIQccOc.jpg,"Action",,"A 1998 Telugu film directed by K. C. Bokadia starring Jaya Prada and Jaya Prada.",588993,,zulm-o-sitam-1998,2026-01-12,"No rating"
7f3150c7-ffd1-4a7a-806e-c645a91dce8c,"Zakhm","",1998,Telugu,Good,"Ajay Devgn","Pooja Bhatt","Mahesh Bhatt","","","Tanuja Chandra","","",,,YES,https://image.tmdb.org/t/p/w500/qXJWHVj3vcQviTKpKGHjYMypitj.jpg,"Drama",,"A 1998 Telugu film directed by Mahesh Bhatt.",155308,tt0211126,zakhm-1998,2026-01-12,"No rating; No music director"
4d02a2a9-4ca1-4b18-a73c-6cc0ddb102e4,"Unnidathil Ennai Koduthen","",1998,Telugu,Good,"Karthik Muthuraman","Roja Selvamani","Vikraman","S A Rajkumar","V. Swaminathan","Vikraman","","",,,YES,https://image.tmdb.org/t/p/w500/58iugAOSOwWP6dvR7wyaDAWU5m9.jpg,"Drama",,"A 1998 Telugu film directed by Vikraman.",78514,tt0976183,unnidathil-ennai-koduthen-1998,2026-01-12,"No rating"
0a870842-3553-4713-b9ff-b371c3017729,"Maa Nannaki Pelli","Maa Nannaki Pelli",1997,Telugu,Good,"Srikanth","Simran","","","","","","",,,YES,https://image.tmdb.org/t/p/w500/7GKSxTinmx4qOFJWzMMh05OZWZP.jpg,"Drama, Comedy, Family",,"",308064,tt0290237,maa-nannaki-pelli-1997,2026-01-12,"No director; No rating; No music director"
