MovieID,Title,Year,IssueType,Severity,Details,MissingFields,UnusualPattern
f04c0dcd-bbf6-4fd7-ba75-32b5b9f5d1a3,AA22xA6,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
ede2f145-a46a-439a-8c6f-1c755c69f76f,Mysaa,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
bc217391-6aa5-411d-abc4-76e86c134894,Janakiram,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
f08bd1ee-a329-4ea7-a792-d28f876a4d4c,Anaganaga Oka Rowdy,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
2526bbf3-a8c0-4df8-9c26-67e54e88ee82,Sahaa,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
072c7874-a382-4808-8eb7-c8db98c77de2,Edhureetha,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
9b7b604c-6907-4c79-bd7f-dd22d1a3f974,Devara 2,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
4ecb9fda-2af1-4d4b-a558-a86735425de6,Reppa,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
bb4d0170-7d8a-4e31-9294-bef20df5563c,As Time Echoes,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
a34582fd-a861-45ab-8b5f-4190d6296bba,Umapathi,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
50d562f6-70b0-4a8f-8795-564a24b2da9a,Oh..! Sukumari,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
62ff2985-5995-4c9d-84ef-0393342a97db,Pushpa 3 - The Rampage,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
2ac29b5b-1f24-42ed-af0c-399e037111e2,Takshakudu,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
b4a1cdb1-e53a-40e9-9c0f-00de7e170a96,Comrade Kalyan,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
436f66ec-1b0c-455c-a0a3-20dd786fb3cd,Illicit Relationship,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
0dc041e2-92cc-4311-8c8e-170204298d94,Euphoria,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
90b5d473-918b-4b28-890d-60ac4ed76174,Band Melam,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
49842167-e1c4-4ad1-a9c1-ee7a7646b3ea,Nakshatra Poratam,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
9349ed3e-531e-4ea2-9b1d-e374a03958cd,Asuragana Rudra,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
f2fada23-de4c-4eee-9897-215d64ca016e,Garividi Lakshmi,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
9bec9780-8787-4fa4-9e6f-9fb2c81a9576,DQ 41,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
ae3cab6e-41b0-4e78-a727-23c2ad3370ca,HaiLesso,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
3eb55434-d09a-4eac-a09b-3055c4288ae3,Arrtham,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
9396deb5-cca0-421d-ad51-b167b7b43f42,The Conversation,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
9f9c3808-a7cc-4f7d-ab7c-39f5848907de,ENE Repeat,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
6e2f5c00-1ac9-4f3f-ae56-0e979bb76eca,Kirathaka,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
5798b7f3-85a4-460a-bb56-6aa857f4e46e,Biker,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
3ff67cd3-d93a-4537-a19a-f59251a1601e,Vrushakarma,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
72f9afc4-80ad-492d-a4ab-ccfe556ac936,Kalki 2898-AD: Part 2,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
43e130d6-060e-4219-b50c-dc85bd1b810f,Hey Bhagawan!,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
e0973669-9b4b-4044-8c09-6beb72785090,Abhiram,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
8e786a19-ecf6-44ef-974e-e884b386f9ad,Haindava,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
3e471652-0904-4a9a-9886-f9308acfef8e,Amaran in the City: Chapter 1,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
d91f34c8-3676-4c36-9e45-b027b9b665d1,Maate Mantramu,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
c3b46098-a11b-483a-8bb8-c51df5765eb6,Peddarikam,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
83ad612c-edba-4341-8fe4-edd696416774,Maa Inti Bangaram,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
ea8c7a5b-c303-4233-8c92-2ff664b7303f,Anumana Pakshi,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
4edf9132-9816-4c57-a569-1c152f688f2d,Legacy,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
a98974a0-cbb4-44c0-b9e8-7d0e8647890e,Vāranāsi,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
478902c9-5e7d-4d66-8b1b-1a660afc616f,Sambarala Yetti Gattu,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
d5389cd2-eec6-415e-bf8b-e45b1bf082ff,Bad Boy Karthik,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
710aeabe-bb55-44a4-a8b3-279f1defca5b,What The Fish,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
9c2982d1-29e1-43f1-b6dc-00d7e9b7c889,Nagabandham,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
473fbd46-477a-477b-80fc-2ecfa5e239cf,They Call Him OG 2,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
5f4d9c51-1e09-4009-9619-aa368c3620e1,Paramanandham Shishyulu,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
dcade0cb-1150-4282-833c-6a29bfd04d5a,Naa Katha,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
a2d270c7-61e6-4a39-ae6a-0e30f31321d2,Natudu,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
27c2e806-ab67-4458-a9be-a1efab1c8082,Mirai Jaithraya,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
013511a1-e008-49d6-96a8-585884586002,Lenin,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
234da35c-e92e-44a6-99a2-916b40c02752,Magic,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
74bf13e0-bbe3-48de-8eae-3d9b9ba00c5c,Inner City Blues,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
896c1568-8d27-4a3f-a1c4-687724bd0ed4,Patta Pagalu,,missing_fields,critical,Movie cannot be properly displayed or searched,release_year;title_te,
2e67a8ec-d67c-4d31-981d-6e93d130e289,Baahubali: the Eternal War - Part 1,2027,missing_fields,medium,Movie could be enriched with additional data,title_te,
351c5961-f250-4e10-9f01-d29f934ed24b,Nari Nari Naduma Murari,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
3b702788-7c60-4459-a9d7-1f616bc67a46,Honey,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
4981052b-3d1e-43fe-a709-53365c5c117b,Psych Siddhartha,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
de1dd4a1-24a9-40af-8619-eed0a46b5512,Goodachari 2,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
502ce22c-d7e2-4a27-935a-3971146d94df,Man Of The Match,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
e1494711-939a-41cc-80eb-22e424846d6b,Itllu Arjuna,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
d2c63a4e-510f-4bc9-bd85-3e726dc7f65c,Rowdy Janardhana,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
84112922-551f-4230-95e0-6f385dbf4eaa,The Paradise,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
097f2c9a-abd1-4e44-920d-66d7a3223dfa,Sahakutumbaanaam,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
8042d1e0-d7e3-49c0-9fc7-0da889149268,Rao Bahadur,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
2afdafa7-3a53-4552-a9e8-ef6a3f785f6d,Bhartha Mahasayulaku Wignyapthi,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
91972493-7a5a-4fb9-9c5a-bed98d739fb3,Vanaveera,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
66506bb7-7fca-4efa-8ade-4390d134a292,Ustaad Bhagat Singh,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
a3d4f427-f628-4279-b8b1-874dba18a164,Funky,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
7befc1a9-2005-4c48-a3bb-be778c18d532,Madham,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
54287aed-6c3d-4830-a9ed-313a280fc6d9,Nilakanta,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
0ba0eaf7-0be5-47e4-8260-7abf9c567b1c,Dark Chocolate,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
