Year	Title	Director	Hero	Heroine	TMDB_ID	Status	Genre
1973	Abhimanavantulu	K Vasu	N.T. Rama Rao	Vanisri			Drama
1973	Andala Ramudu	Bapu	Akkineni Nageswara Rao	Vanisri			Drama
1973	Bangaru Manasulu	Adurthi Subba Rao	Akkineni Nageswara Rao	Vanisri			Drama
1973	Dabbuki Lokam Dasoham	D. Yoganand	N.T. Rama Rao	Jamuna			Drama
1973	Desoddharakulu	Dasari Narayana Rao	Krishna	Vijayalalitha			Drama
1973	Dhanama? Daivama?	Dasari Narayana Rao	Akkineni Nageswara Rao	Vanisri			Drama
1973	Doctor Babu	Dasari Narayana Rao	Akkineni Nageswara Rao	Vanisri			Drama
1973	Gandhi Puttina Desam	Lakshmi Deepak	Krishnam Raju	Prameela			Drama
1973	Ganga Manga	D. Yoganand	Krishna	Vanisri			Drama
1973	Geeta	Kalyanam	Akkineni Nageswara Rao	Jayalalitha			Drama
1973	Geetaanjali	K. Balachander	Akkineni Nageswara Rao	Jayalalitha			Drama
1973	Inti Dongalu	K. Vasu	Krishna	Vanisri			Drama
1973	Jeevana Tarangalu	Dasari Narayana Rao	Krishna	Vanisri			Drama
1973	Kanna Koduku	K. Vasu	Krishna	Vanisri			Drama
1973	Lokam Marali (tamil Dub Naangu Suvargal)	K Balachander	Jaishankar	Ravichandran			Drama
1973	Mamatha	K. Viswanath	Krishna	Vanisri			Drama
1973	Manchi Vallaki Manchivadu	K. S. R. Das	Krishna	No Female Lead			Drama
1973	Manchivadu	K Vasu	N.T. Rama Rao	Vanisri			Drama
1973	Marapurani Manishi	T. Rama Rao	Akkineni Nageswara Rao	Vanisri			Drama
1973	Mayadari Malligadu	Adurthi Subba Rao	Krishna	Jayanthi			Drama
1973	Meghamala	K. Balachander	Krishnam Raju	Vanisri			Drama
1973	Memu Manushulame	Adurthi Subba Rao	Krishna	Vijayalalitha			Drama
1973	Nindu Kutumbam	P. Sambasiva Rao	Krishna	Vijaya Nirmala			Drama
1973	Oka Nari Vanda Thupakulu	K. V. S. Kutumba Rao	Vijaya Lalitha	Rajanala			Drama
1973	Paropakari (Kannada Dub)	Y. R. Swamy	Rajkumar	Jayanthi			Drama
1973	Pasi Hrudayalu	Adurthi Subba Rao	Krishna	Vanisri			Drama
1973	Poola Mala	Dadasaheb	Krishna	Vanisri			Drama
1973	Puttinillu Mettinillu	P. Pullaiah	Krishna	No Female Lead			Drama
1973	Samsaram Sagaram	Dasari Narayana Rao	Krishna	Vanisri			Drama
1973	Sneha Bandham	K. Viswanath	Krishna	Vijaya Nirmala			Drama
1973	Snehabandam	K. Vasu	Sobhan Babu	Vanisri			Drama
1973	Srivaru Maavaru	Dasin	Krishna	Vanisri			Drama
1973	Sthri Chandra Kala	C.S. Rao	Krishna	Vanisri			Drama
1973	Vaade Veedu	Dadasaheb Padamanabh	N.T. Rama Rao	Vanisri			Drama
1973	Vintha Katha	K. Balachander	Krishna	Vanisri			Drama
1973	Visali	C.S. Rao	Krishna	Vanisri			Drama
1972	Abbaigaru Ammaigaru	V. Ramachandra Rao	Krishna	Vijaya Nirmala			Drama
1972	Antha Mana Manichike	Bhanumathi Ramakrishna	Krishna	Vijaya Nirmala			Drama
1972	Bala Bharatam	Kamalakara Kameswara Rao	Sobhan Babu	Vanisri			Drama
1972	Bale Mosagadu	P. Sambasiva Rao	Krishna	Vijaya Nirmala			Drama
1972	Beedala Patlu	Adurthi Subba Rao	Krishna	Vanisri			Drama
