"Title","Year","Role Type","Is Primary","Appears As","Sources","Confidence","Status","TMDB ID","IMDb ID"
"Kirayi Dada","1987","lead","Yes","","tmdb","0.50","Exists","530754",""
"Snehamante Idera","2001","lead","Yes","","tmdb, wikidata","0.75","Exists","303916","tt1575682"
"Seetharama Raju","1999","lead","Yes","","tmdb, wikidata","0.75","Exists","303318","tt1601224"
"Eduruleni Manishi","2001","lead","Yes","","tmdb, wikidata","0.75","Exists","308019","tt0319336"
"Ninne Premistha","2000","supporting","No","","tmdb, wikidata","0.75","Added","307920","tt1579821"
"Devadas","2018","lead","Yes","","tmdb, wikidata","0.75","Added","550864","tt8661814"
"Premam","2016","cameo","No","","tmdb","0.50","Added","409255",""
"Janaki Ramudu","1988","lead","Yes","","tmdb, wikidata","0.75","Exists","81063","tt0257808"
"Chaitanya","1991","lead","Yes","","tmdb","0.50","Exists","307806",""
"Captain Nagarjuna","1986","lead","Yes","","tmdb","0.50","Exists","307953",""
"Collector Gari Abbai","1987","lead","Yes","","tmdb, wikidata","0.75","Exists","577298","tt1503103"
"Gharana Bullodu","1995","lead","Yes","","tmdb, wikidata","0.75","Exists","261568","tt0257711"
"Chinababu","1988","lead","Yes","","tmdb, wikidata","0.75","Exists","577335","tt0319182"
"Iddaru Iddare","1990","lead","Yes","","tmdb","0.50","Exists","577357",""
"Murali Krishnudu","1988","lead","Yes","","tmdb, wikidata","0.75","Added","577529","tt0779746"
"Neti Siddhartha","1990","lead","Yes","","tmdb, wikidata","0.75","Exists","322361","tt1630249"
"Nirmala Convent","2016","lead","Yes","","tmdb","0.50","Added","419560",""
"Prema Yuddham","1990","lead","Yes","","tmdb, wikidata","0.75","Added","307999","tt1279237"
"Sankeertana","1987","lead","Yes","","tmdb","0.50","Exists","577604",""
"Ramudochadu","1996","lead","Yes","","tmdb, wikidata","0.75","Added","577823","tt1625549"
"Vajram","1995","lead","Yes","","tmdb, wikidata","0.75","Exists","578050","tt0268003"
"Vikram","1986","lead","Yes","","tmdb, wikidata","0.75","Exists","578060","tt0899227"
"Thakita Thakita","2010","supporting","No","","tmdb","0.50","Added","145893",""
"Manmadhudu 2","2019","lead","Yes","","tmdb","0.50","Exists","606714",""
"Brahmāstra Part One: Shiva","2022","supporting","No","","tmdb","0.50","Added","496331",""
"Dongata","2015","supporting","No","","tmdb","0.50","Added","381677",""
"Akasa Veedhilo","2001","lead","Yes","","tmdb, wikidata","0.75","Exists","757875","tt0364198"
"Vicky Dada","1989","lead","Yes","","tmdb","0.50","Exists","765924",""
"Wild Dog","2021","lead","Yes","","tmdb","0.50","Exists","802068",""
"The Ghost","2022","lead","Yes","","tmdb","0.50","Exists","868666",""
"Bangarraju","2022","lead","Yes","","tmdb","0.50","Exists","865497",""
"Nayanthara: Beyond the Fairy Tale","2024","supporting","No","","tmdb","0.50","Added","1382447",""
"Shanti Kranti","1991","lead","Yes","","tmdb, wikidata","0.75","Exists","66253","tt0173189"
"Anaganaga Oka Raju","2026","voice","No","","tmdb","0.50","Added","1407432",""
"Captain Nagarjun","1986","supporting","No","","wikidata","0.50","Added","","tt1503097"
"Aranyakanda","1987","supporting","No","","wikidata","0.50","Exists","","tt1675735"
"Kirai Dada","1987","supporting","No","","wikidata","0.50","Added","","tt1625547"
"Sankeerthana","1987","supporting","No","","wikidata","0.50","Added","","tt0320411"
"Geetanjali","1989","supporting","No","","wikidata","0.50","Added","","tt0097437"
"Vicky Daada","1989","supporting","No","","wikidata","0.50","Added","","tt0173415"
"Chaithanya","1991","supporting","No","","wikidata","0.50","Added","","tt0254210"
"Killer","1991","supporting","No","","wikidata","0.50","Exists","","tt0214853"
"Antham","1992","supporting","No","","wikidata","0.50","Exists","","tt0225566"
"Govinda Govinda","1993","supporting","No","","wikidata","0.50","Added","","tt0187096"
"Criminal","1994","supporting","No","","wikidata","0.50","Exists","","tt0112738"
"Govinda Govinda","1994","supporting","No","","wikidata","0.50","Added","","tt0187096"
"Sisindri","1994","supporting","No","","wikidata","0.50","Exists","","tt0306071"
"Ninne Pelladata","1996","supporting","No","","wikidata","0.50","Added","","tt0359750"
"Auto Driver","1998","supporting","No","","wikidata","0.50","Exists","","tt1579738"
"Shivamani","2003","supporting","No","","wikidata","0.50","Added","","tt0386029"
"Vikram","2005","supporting","No","","wikidata","0.50","Added","","tt0899227"
"Payanam","2011","supporting","No","","wikidata","0.50","Added","","tt1836883"
"Dhamarukam","2012","supporting","No","","wikidata","0.50","Added","","tt1842347"
"Kubera","2024","supporting","No","","wikidata","0.50","Added","","tt23846482"
