"Title","Year","Role Type","Is Primary","Appears As","Sources","Confidence","Status","TMDB ID","IMDb ID"
"Jailer","2023","supporting","No","","tmdb, wikidata","0.75","Added","937020","tt11663228"
"Ayan","2009","lead","Yes","","tmdb, wikidata","0.75","Added","20049","tt1355546"
"Bhola Shankar","2023","lead","Yes","","tmdb","0.50","Added","864221",""
"Ko","2011","cameo","No","","tmdb","0.50","Added","63654",""
"100% Love","2011","lead","Yes","","tmdb, wikidata","0.75","Exists","63378","tt1869226"
"Siruthai","2011","lead","Yes","","tmdb","0.50","Added","63448",""
"Thillalangadi","2010","lead","Yes","","tmdb, wikidata","0.75","Exists","63812","tt1503179"
"Paiyaa","2010","lead","Yes","","tmdb","0.50","Added","39523",""
"Kanden Kadhalai","2009","lead","Yes","","tmdb","0.50","Exists","66226",""
"Sura","2010","lead","Yes","","tmdb","0.50","Added","39491",""
"Oosaravelli","2011","lead","Yes","","tmdb, wikidata","0.75","Exists","80281","tt1890493"
"Ghani","2022","supporting","No","","tmdb","0.50","Added","790993",""
"Venghai","2011","lead","Yes","","tmdb, wikidata","0.75","Exists","69509","tt1987021"
"Padikathavan","2009","lead","Yes","","tmdb, wikidata","0.75","Exists","69513","tt1956589"
"Lust Stories 2","2023","lead","Yes","","tmdb, wikidata","0.75","Exists","1136736","tt27989067"
"Konchem Ishtam Konchem Kashtam","2009","lead","Yes","","tmdb, wikidata","0.75","Exists","85810","tt1230544"
"Viyabari","2007","lead","Yes","","tmdb, wikidata","0.75","Exists","77097","tt3011164"
"Badrinath","2011","lead","Yes","","tmdb","0.50","Exists","77715",""
"Aranmanai 4","2024","lead","Yes","","tmdb","0.50","Exists","1140905",""
"Rachcha","2012","lead","Yes","","tmdb, wikidata","0.75","Exists","120956","tt2287973"
"Vedaa","2024","supporting","No","","tmdb","0.50","Added","1148486",""
"Endukante Premanta","2012","lead","Yes","","tmdb, wikidata","0.75","Exists","153860","tt2385073"
